,Max_Diameter,Relative_Velocity,Miss_Distance,Categorized_Diameter,Categorized_Relative_Vel,Categorised_Miss_Distance,Hazardous,IsLarge,Norm
46517,0.0311917671,23970.586705372,56102612.39559153,Small,Slow,More,False,0,0.46
21135,0.1563291544,66642.2418867408,64890670.18444516,Small,Fast,More,False,0,0.48
47441,0.0187948982,14696.0500958035,3761419.459787894,Small,Slow,Less,False,0,0.46
7923,0.4943561926,29916.6384145741,9760076.711002355,Large,Slow,Less,True,1,0.45
27105,0.1241766613,22396.6943941999,23752504.19403223,Small,Slow,Less,False,0,0.46
79626,0.1492931834,22695.5571415147,34738643.593984805,Small,Slow,Medium,False,0,0.46
44988,0.1714115092,60028.1442367182,62415519.91413706,Small,Fast,More,False,0,0.48
68650,0.4853331752,23092.8325890148,66400824.71876721,Large,Slow,More,True,1,0.45
73822,0.0179489885,31229.8256034006,244513.215619113,Small,Slow,Less,False,0,0.46
25636,0.0916304836,14365.6120514154,71556795.4179766,Small,Slow,More,False,0,0.46
53778,0.2535362011,51884.0932444531,40189989.094157375,Small,Fast,Medium,False,0,0.48
22380,0.0142573883,23626.8460355727,53891672.14445609,Small,Slow,More,False,0,0.46
46635,0.1425738833,14191.4503997226,24921104.38138336,Small,Slow,Less,False,0,0.46
39457,0.3373183589,52504.133429435,25461527.674104296,Large,Fast,Medium,False,1,0.48
39310,0.130028927,22780.5178759529,29524503.61803951,Small,Slow,Medium,False,0,0.46
61219,0.0196806745,19627.0989614397,8958818.087699361,Small,Slow,Less,False,0,0.46
86152,0.2871044863,36735.3870241738,56176153.15266568,Large,Slow,More,True,1,0.45
18738,0.0411187571,27535.0123253499,15118966.987568175,Small,Slow,Less,False,0,0.46
87091,0.0929051906,27388.3797665974,17081724.058218084,Small,Slow,Less,False,0,0.46
60591,1.2590413069,30707.5015329547,53118877.17876268,Large,Slow,More,False,1,0.46
72417,1.1377320144,52840.5159489358,38101823.60549392,Large,Fast,Medium,False,1,0.48
38142,0.9594889528,45790.9222006606,30322467.39313512,Large,Slow,Medium,False,1,0.46
70174,0.0567596853,49398.346795604,50148827.234920576,Small,Fast,More,False,0,0.48
44099,0.5675968529,26618.416476634,69183840.88306817,Large,Slow,More,False,1,0.46
47352,0.1132504611,24093.6500116873,32199883.62120251,Small,Slow,Medium,False,0,0.46
19878,0.0594346868,46561.5605233915,55631916.32600248,Small,Slow,More,False,0,0.46
38587,0.0682401509,45956.6203528361,46185099.75386882,Small,Slow,Medium,False,0,0.46
85736,0.0430566244,26469.2947254868,33416641.92103021,Small,Slow,Medium,False,0,0.46
63985,0.0149293183,50305.019198396,65755202.737803146,Small,Fast,More,False,0,0.48
76565,0.0594346868,73404.6178838562,1016709.729993376,Small,Fast,Less,False,0,0.48
84987,0.0478674154,41585.6939769306,2018097.122548807,Small,Slow,Less,False,0,0.46
72227,0.0271668934,29991.0169644827,36306939.32552258,Small,Slow,Medium,False,0,0.46
71846,0.0472106499,30316.6070737772,6979975.206881962,Small,Slow,Less,False,0,0.46
47673,0.0332690178,53371.9538862563,16918080.36940485,Small,Fast,Less,False,0,0.48
70387,0.0682401509,60872.0823991926,41711830.96207318,Small,Fast,Medium,False,0,0.48
942,3.3116160501,78864.2979862961,63659657.82556918,Large,Fast,More,False,1,0.48
42945,0.0450858206,46822.6080756835,53666435.27261711,Small,Slow,More,False,0,0.46
77119,0.0358129403,17257.6460679705,70849513.57821612,Small,Slow,More,False,0,0.46
78076,1.0186851583,19875.2718334959,62104496.26342487,Large,Slow,More,False,1,0.46
89058,0.4508582062,83989.3182146284,62825567.2868526,Large,Fast,More,False,1,0.48
70471,0.0215794305,29505.5593110119,31516620.228103288,Small,Slow,Medium,False,0,0.46
64437,0.023661375,32109.7094814569,13366764.730202906,Small,Slow,Less,False,0,0.46
12988,0.0113250461,69280.2818221367,11552478.189924251,Small,Fast,Less,False,0,0.48
85474,0.039814382,35663.3282988919,50626450.14964402,Small,Slow,More,False,0,0.46
50541,0.0622357573,25590.3431784107,9308959.726402964,Small,Slow,Less,False,0,0.46
38017,0.0326617897,33560.9506891523,717321.307936816,Small,Slow,Less,False,0,0.46
1589,0.0613818507,33072.0632121197,23312613.54223039,Small,Slow,Less,False,0,0.46
1928,0.8551454293,58688.5226765933,27746133.26742002,Large,Fast,Medium,False,1,0.48
75673,0.4943561926,58652.1247604411,37095100.2813124,Large,Fast,Medium,False,1,0.48
41981,0.0883161196,70914.4717069786,36858637.36091181,Small,Fast,Medium,False,0,0.48
20104,0.1794898848,68388.2076150896,70006575.55219157,Small,Fast,More,False,0,0.48
64950,0.0899580388,10311.6667802106,19457543.1679402,Small,Slow,Less,False,0,0.46
32060,0.5623930936,89520.5414965518,64697034.06746924,Large,Fast,More,False,1,0.48
71332,0.0225964377,19068.4317871265,34467365.464409105,Small,Slow,Medium,False,0,0.46
34912,0.1636967205,50113.2319710091,41100268.5116037,Small,Fast,Medium,False,0,0.48
5836,0.0542050786,72648.1561679532,71894020.04355484,Small,Fast,More,False,0,0.48
18270,0.0765667087,69580.5764426806,47975342.61032554,Small,Fast,Medium,False,0,0.48
9614,0.8054525833,46403.2164599622,48614670.006592974,Large,Slow,Medium,False,1,0.46
11332,0.2477650126,55067.5130058392,9261141.201091284,Small,Fast,Less,True,0,0.47
76303,0.0358129403,58537.0780390393,2906458.193112297,Small,Fast,Less,False,0,0.48
48815,0.0899580388,24406.3233093993,49496424.49114217,Small,Slow,Medium,False,0,0.46
36102,0.0342010925,77577.3258835064,70226016.79310973,Small,Fast,More,False,0,0.48
6775,0.6824015094,69120.145224436,49483674.8032344,Large,Fast,Medium,False,1,0.48
13431,0.1794898848,58284.1562469289,34434141.40809889,Small,Fast,Medium,False,0,0.48
626,0.0108153351,26616.2272970021,35419834.951866016,Small,Slow,Medium,False,0,0.46
73727,0.4989304142,32817.4406081412,40606572.62221002,Large,Slow,Medium,True,1,0.45
68412,0.0859092601,39836.3258167441,914505.332877022,Small,Slow,Less,False,0,0.46
72413,0.1794898848,51226.9885313399,42147138.36897204,Small,Fast,Medium,False,0,0.48
31018,0.087104377,48954.6219068906,18405815.748054665,Small,Fast,Less,False,0,0.48
33946,0.0651688382,50004.0927403344,8555699.519850317,Small,Fast,Less,False,0,0.48
24337,0.0682401509,12916.5698610085,25188326.22455316,Small,Slow,Medium,False,0,0.46
37899,0.0748238376,29214.2984747211,33739418.5488815,Small,Slow,Medium,False,0,0.46
57717,0.0594346868,36295.4409801728,37144168.42755176,Small,Slow,Medium,False,0,0.46
3318,0.5675968529,38685.5330223888,8656757.608328009,Large,Slow,Less,True,1,0.45
45440,0.0271668934,67448.2220643038,36259925.42731448,Small,Fast,Medium,False,0,0.48
77877,0.0323623447,61432.882599758,62861600.67148312,Small,Fast,More,False,0,0.48
69956,0.3435895754,60921.0257812528,65027063.52917345,Large,Fast,More,False,1,0.48
41024,0.2978790628,36757.5154790094,14704136.65679321,Large,Slow,Less,True,1,0.45
12710,1.7220270881,59021.4214207138,11882307.519597974,Large,Fast,Less,True,1,0.47
58361,0.0594346868,45241.3700599828,47968790.76217188,Small,Slow,Medium,False,0,0.46
76291,1.3741684676,76374.0155162045,41667256.556331165,Large,Fast,Medium,True,1,0.47
82256,0.0145894856,28992.9305175042,623724.368346013,Small,Slow,Less,False,0,0.46
45965,0.0494356193,43015.6064209946,12367212.320080684,Small,Slow,Less,False,0,0.46
55745,0.0594346868,88570.3770875545,31971556.22192698,Small,Fast,Medium,False,0,0.48
43443,0.411187571,61582.9574527358,73799231.66058673,Large,Fast,More,False,1,0.48
4577,0.0284472297,51331.8901733446,63464301.39292741,Small,Fast,More,False,0,0.48
31649,0.0411187571,35498.7542215367,43918228.43452947,Small,Slow,Medium,False,0,0.46
86914,0.069189466,77212.4736142944,14985383.330195084,Small,Fast,Less,False,0,0.48
57737,0.0074823838,30275.7751005506,10899520.662444944,Small,Slow,Less,False,0,0.46
90378,0.1071617948,63453.7152966834,62558627.06167308,Small,Fast,More,False,0,0.48
54924,1.1858779086,74948.7053105374,60290762.32271821,Large,Fast,More,False,1,0.48
79133,0.5082062231,46256.9445059386,43349968.64334935,Large,Slow,Medium,False,1,0.46
25214,0.3266178974,53679.5549644648,63875318.96766904,Large,Fast,More,False,1,0.48
31228,0.0941976306,23645.0389072599,48189208.9220605,Small,Slow,Medium,False,0,0.46
70795,0.0542050786,86595.3782285782,74261914.16123433,Small,Fast,More,False,0,0.48
9388,0.5420507863,49078.243086678,29087213.5307304,Large,Fast,Medium,False,1,0.48
33599,0.0714562102,30419.2402419335,27247210.473327897,Small,Slow,Medium,False,0,0.46
2355,0.6607542706,74711.6072389094,36340058.648364,Large,Fast,Medium,True,1,0.47
60824,0.3750075218,58415.0256530802,37032091.4985222,Large,Fast,Medium,False,1,0.48
27715,0.6824015094,102961.0264918385,18952649.74333893,Large,Fast,Less,False,1,0.48
61529,0.0472106499,52671.8705115406,2563517.537639868,Small,Fast,Less,False,0,0.48
87331,0.1132504611,14241.307600909,29210676.892197985,Small,Slow,Medium,False,0,0.46
38435,0.3750075218,85576.5131616133,54867046.57674849,Large,Fast,More,False,1,0.48
12316,0.2157943048,65740.1706317304,33359598.18874861,Small,Fast,Medium,False,0,0.48
12961,0.0114825932,61361.7086366701,71120631.51839264,Small,Fast,More,False,0,0.48
37143,0.0622357573,33053.4579778091,44235681.51745831,Small,Slow,Medium,False,0,0.46
54975,0.3750075218,71885.0529298987,51715348.61604185,Large,Fast,More,True,1,0.47
31797,0.0411187571,39738.4385429736,63925672.18953128,Small,Slow,More,False,0,0.46
65379,0.1794898848,59345.2354269038,31118918.7636846,Small,Fast,Medium,False,0,0.48
60136,0.0358129403,64726.2660171042,36519516.31305515,Small,Fast,Medium,False,0,0.48
61351,0.1636967205,69665.5394080992,7366206.374296695,Small,Fast,Less,False,0,0.48
89093,0.2167903661,78701.6912818842,26950336.507230084,Small,Fast,Medium,False,0,0.48
6638,0.1968067451,51914.8489600249,1391540.701966037,Small,Fast,Less,False,0,0.48
53382,0.0342010925,61359.6273088432,39470534.37099649,Small,Fast,Medium,False,0,0.48
83686,0.0765667087,41639.7515642093,52645343.50685591,Small,Slow,More,False,0,0.46
89872,0.7835017643,29862.6418679176,40488122.77903909,Large,Slow,Medium,True,1,0.45
86056,0.0625230245,54404.8261319225,4504892.898886204,Small,Fast,Less,False,0,0.48
27737,0.4508582062,58064.9563342652,23933837.262501057,Large,Fast,Less,False,1,0.48
64648,0.1213500554,57505.4135925984,29917754.09703209,Small,Fast,Medium,False,0,0.48
59863,0.0358129403,44116.3667631474,44784846.4420344,Small,Slow,Medium,False,0,0.46
38022,0.2366137501,92846.1435845234,44649101.85838895,Small,Fast,Medium,True,0,0.47
54895,0.1563291544,47809.1441991582,39098700.86162545,Small,Slow,Medium,False,0,0.46
68071,0.0542050786,25129.5721799424,9433184.66070715,Small,Slow,Less,False,0,0.46
43798,0.0941976306,39735.5107880574,7110012.033395437,Small,Slow,Less,False,0,0.46
57477,0.0259441818,17245.7783325776,73215517.24257222,Small,Slow,More,False,0,0.46
70726,0.0714562102,20813.5094993123,23985120.668959163,Small,Slow,Less,False,0,0.46
90317,0.0259441818,29364.4536305034,46653721.63403052,Small,Slow,Medium,False,0,0.46
10204,0.3451755128,32955.7666111289,70727760.97311048,Large,Slow,More,True,1,0.45
26841,0.7482383761,127352.7542581348,19166759.55552689,Large,Fast,Less,False,1,0.48
25687,0.5572370428,36805.4187081998,11068476.915696982,Large,Slow,Less,True,1,0.45
25477,0.5176544822,22536.3073340078,73197325.73766597,Large,Slow,More,True,1,0.45
74882,0.1425738833,59338.2131023072,23029645.865012463,Small,Fast,Less,False,0,0.48
8338,0.4246586539,42929.9608364118,23863747.30941377,Large,Slow,Less,False,1,0.46
60896,0.2259643771,114771.2688981374,62447811.19780826,Small,Fast,More,False,0,0.48
65097,2.2184006242,94539.0499971296,44238901.47697198,Large,Fast,Medium,False,1,0.48
17197,0.4305662442,51297.99877395,39852270.37673409,Large,Fast,Medium,False,1,0.48
85839,0.5998462923,14535.5174045895,50025324.529213175,Large,Slow,More,False,1,0.46
32126,0.1361570015,53372.9516510682,47515875.46157721,Small,Fast,Medium,False,0,0.48
78068,1.2648527775,6420.5581959933,44284720.68659025,Large,Slow,Medium,False,1,0.46
42576,0.0622357573,26532.8569957147,18115771.74751064,Small,Slow,Less,False,0,0.46
81407,0.0594346868,64688.24253978,3236395.023815402,Small,Fast,Less,False,0,0.48
19454,0.0517654482,19594.9064541198,22548087.34448485,Small,Slow,Less,False,0,0.46
83731,0.1682828966,69596.3440813457,54683127.57445863,Small,Fast,More,False,0,0.48
70928,8.0545258335,60803.6095897322,23419550.28844675,Large,Fast,Less,False,1,0.48
35384,0.2366137501,57339.8976549532,59097112.04683452,Small,Fast,More,False,0,0.48
21044,0.0326617897,93773.0201791468,70531797.23295565,Small,Fast,More,False,0,0.48
55353,0.0259441818,25052.7226873328,9011845.70060316,Small,Slow,Less,False,0,0.46
4955,0.0567596853,30636.0675802558,11262136.863613598,Small,Slow,Less,False,0,0.46
15494,0.0342010925,39005.1053143697,25405157.461353004,Small,Slow,Medium,False,0,0.46
20821,0.0206081961,42336.6902791229,52910394.64005264,Small,Slow,More,False,0,0.46
77955,0.0247765013,34711.3081970244,3467444.072099627,Small,Slow,Less,False,0,0.46
43465,0.1636967205,64916.1042073193,71976904.4292728,Small,Fast,More,False,0,0.48
7918,0.0196806745,67282.1731322672,65347552.311919466,Small,Fast,More,False,0,0.48
7983,0.1185877909,61454.9788244759,35579851.95447663,Small,Fast,Medium,False,0,0.48
749,0.6516883822,45702.4183941686,6790793.785359323,Large,Slow,Less,True,1,0.45
71541,0.2366137501,19594.2090792044,46006785.31610021,Small,Slow,Medium,False,0,0.46
25490,0.411187571,34801.3181204708,41857541.54638102,Large,Slow,Medium,True,1,0.45
47723,0.0552128263,37468.5312517913,43487372.746086285,Small,Slow,Medium,False,0,0.46
89134,0.0271668934,43330.3632761195,3189680.30638752,Small,Slow,Less,False,0,0.46
22515,0.2978790628,57165.7646323602,36384928.94373308,Large,Fast,Medium,False,1,0.48
21582,0.0358129403,45093.2709283423,1153965.551321571,Small,Slow,Less,False,0,0.46
35788,1.3615700154,105138.9455841176,55029049.38636484,Large,Fast,More,False,1,0.48
49612,0.0358129403,25188.3257181378,2595041.204720517,Small,Slow,Less,False,0,0.46
87094,0.0714562102,38113.7263525544,20202597.6321276,Small,Slow,Less,False,0,0.46
87501,0.2951480911,40988.3321837891,57586243.24252237,Large,Slow,More,False,1,0.46
11299,0.0149293183,25526.4527163601,1352929.551558185,Small,Slow,Less,False,0,0.46
41099,0.0430566244,68638.0606683343,70832064.45273975,Small,Fast,More,False,0,0.48
21081,0.4508582062,86344.4176655195,43951803.507281855,Large,Fast,Medium,False,1,0.48
18238,0.0411187571,21414.4863817504,12639256.80962482,Small,Slow,Less,False,0,0.46
72880,0.2249261651,43960.374015026,24427234.599425584,Small,Slow,Less,False,0,0.46
19683,0.2716689341,83697.999342628,46625461.80351881,Small,Fast,Medium,True,0,0.47
39928,0.1361570015,35143.0508309582,59217071.31755395,Small,Slow,More,False,0,0.46
22588,0.2366137501,14877.0305198072,69983585.15705274,Small,Slow,More,False,0,0.46
80558,0.0392681082,95534.4524867413,2567602.666515106,Small,Fast,Less,False,0,0.48
36620,0.0622357573,68229.5784794042,69738756.91823898,Small,Fast,More,False,0,0.48
82730,0.2366137501,20840.526166519,42655545.11451004,Small,Slow,Medium,False,0,0.46
65429,0.130028927,33944.4503922297,8130199.091078028,Small,Slow,Less,False,0,0.46
78192,0.1492931834,46758.9653555155,28321496.429221146,Small,Slow,Medium,False,0,0.46
36981,0.1794898848,43741.9724721167,30668839.000957064,Small,Slow,Medium,False,0,0.46
49541,0.1185877909,62298.0540830182,6130676.847896919,Small,Fast,Less,False,0,0.48
38671,1.0328564805,110957.4013652568,40303473.61946534,Large,Fast,Medium,False,1,0.48
53409,0.8590926012,55702.7835042427,5963714.360257308,Large,Fast,Less,True,1,0.47
69591,0.3420109247,51901.8554155295,59598866.33965128,Large,Fast,More,True,1,0.47
39758,1.7379608086,31172.8565072886,30455855.54105191,Large,Slow,Medium,False,1,0.46
4604,0.2594418179,73296.9105224126,46283294.28479833,Small,Fast,Medium,False,0,0.48
54547,0.4305662442,31691.5287084049,24435199.713616926,Large,Slow,Less,False,1,0.46
67371,0.2716689341,35299.1505904882,36129582.70307642,Small,Slow,Medium,True,0,0.45
1611,0.3750075218,58860.1545920262,53551382.30340091,Large,Fast,More,False,1,0.48
31112,0.0941976306,65763.7451889883,43678757.50487743,Small,Fast,Medium,False,0,0.48
45223,0.0594346868,27388.8081451677,49741587.58982813,Small,Slow,Medium,False,0,0.46
49969,0.023661375,65626.2759834479,57133583.88892348,Small,Fast,More,False,0,0.48
15807,0.1071617948,31112.4501503249,68240565.05239041,Small,Slow,More,False,0,0.46
3105,0.0334225806,31037.5717877596,38911628.09687939,Small,Slow,Medium,False,0,0.46
71129,0.2594418179,33221.9012694892,40545676.04166592,Small,Slow,Medium,False,0,0.46
10505,0.1794898848,18450.8317567956,62862719.1100386,Small,Slow,More,False,0,0.46
64806,0.0311917671,21941.154462896,70047615.28938079,Small,Slow,More,False,0,0.46
21688,0.0859092601,51800.7659300269,15116159.439462524,Small,Fast,Less,False,0,0.48
58471,0.0147924455,62569.708537415,70769987.97883518,Small,Fast,More,False,0,0.48
27221,0.0820427065,21784.6647217468,30951211.80224493,Small,Slow,Medium,False,0,0.46
13382,0.3420109247,35533.7471762653,23307591.30237789,Large,Slow,Less,False,1,0.46
82227,0.0639793729,53485.6108743954,6095346.827571777,Small,Fast,Less,False,0,0.48
30490,0.0411187571,67931.3233504912,40025885.88556686,Small,Fast,Medium,False,0,0.48
62760,0.4305662442,62388.2058643102,60302576.91921997,Large,Fast,More,True,1,0.47
81865,0.0651688382,37620.8353569557,13223621.828775965,Small,Slow,Less,False,0,0.46
20428,0.1132504611,73730.3205582644,2695825.798372275,Small,Fast,Less,False,0,0.48
2282,0.1794898848,42880.4537978941,54119196.86140034,Small,Slow,More,False,0,0.46
76272,0.6516883822,101793.8734823711,47473589.52925153,Large,Fast,Medium,False,1,0.48
42500,0.0259441818,24871.5784069565,60878071.45787053,Small,Slow,More,False,0,0.46
76118,0.0651688382,61566.7616920073,4733734.570759431,Small,Fast,Less,False,0,0.48
45485,0.0622357573,74390.414975501,67150818.29127075,Small,Fast,More,False,0,0.48
6082,0.2366137501,35406.246438039,20833556.38890916,Small,Slow,Less,False,0,0.46
5277,0.1361570015,69333.697616143,37964544.50673716,Small,Fast,Medium,False,0,0.48
948,2.978790628,60072.4496868844,15862069.693225052,Large,Fast,Less,False,1,0.48
38153,1.0472249454,32385.308134221,62770151.20931617,Large,Slow,More,False,1,0.46
71420,0.0567596853,46845.4728294266,9715739.761959404,Small,Slow,Less,False,0,0.46
67416,0.0297879063,51765.6346080998,1269852.259386847,Small,Fast,Less,False,0,0.48
77441,0.0259441818,56988.8695239433,22719207.62068516,Small,Fast,Less,False,0,0.48
16830,0.0517654482,67789.5600395974,69341459.60742588,Small,Fast,More,False,0,0.48
82069,0.1563291544,59558.2724749169,59791572.15235304,Small,Fast,More,False,0,0.48
5099,0.6699462782,74260.5171033517,62361964.47506855,Large,Fast,More,True,1,0.47
50629,0.0392681082,48094.294609611,56879341.6057485,Small,Fast,More,False,0,0.48
88466,0.0981838322,51574.9682163784,3217602.823621955,Small,Fast,Less,False,0,0.48
30692,0.0148607244,23965.0987442959,71878643.37217051,Small,Slow,More,False,0,0.46
55669,0.1241766613,52104.3947338615,57489679.67245096,Small,Fast,More,False,0,0.48
10013,0.0517654482,31294.8532263282,45111965.10318309,Small,Slow,Medium,False,0,0.46
65000,0.1492931834,45542.3891837184,33411752.239850327,Small,Slow,Medium,False,0,0.46
64652,0.5943468684,46972.9857633314,62463890.20127266,Large,Slow,More,False,1,0.46
39956,0.0054205079,10338.4422305616,23113232.2536952,Small,Slow,Less,False,0,0.46
53113,0.0187948982,15887.6015697807,36378221.424035884,Small,Slow,Medium,False,0,0.46
84228,0.5035469604,49346.0499516696,16718438.556179052,Large,Fast,Less,True,1,0.47
14860,0.0130028927,36390.4088716739,39091078.56591299,Small,Slow,Medium,False,0,0.46
32231,0.8831611957,89523.633047854,6246635.721974683,Large,Fast,Less,True,1,0.47
2095,1.9500241,76250.5664147705,52825718.78992184,Large,Fast,More,False,1,0.48
26782,0.0986370281,37316.4575438293,53877399.74470896,Small,Slow,More,False,0,0.46
1958,0.2157943048,50350.0006417914,37842720.229292005,Small,Fast,Medium,False,0,0.48
42812,0.0494356193,39835.3289438722,71367517.1767125,Small,Slow,More,False,0,0.46
42158,0.7145621017,89409.0582174326,67321159.25232708,Large,Fast,More,False,1,0.48
6230,0.1032856481,29129.3777520545,36504953.28952597,Small,Slow,Medium,False,0,0.46
49613,0.0206081961,22570.9546624863,2725606.231393388,Small,Slow,Less,False,0,0.46
41336,0.3266178974,86833.1955264023,13401262.747014256,Large,Fast,Less,True,1,0.47
54730,0.1492931834,29911.0241027564,28985415.291831087,Small,Slow,Medium,False,0,0.46
6420,0.0045085821,57983.0505189412,61612931.23113168,Small,Fast,More,False,0,0.48
34812,0.130028927,22375.6918797933,30760236.971537165,Small,Slow,Medium,False,0,0.46
39861,0.0215794305,21075.4111044715,34988568.66214904,Small,Slow,Medium,False,0,0.46
5001,1.1325046106,98189.0775186836,51927046.65624903,Large,Fast,More,False,1,0.48
17064,0.8204270649,60488.9644874476,51217783.602137424,Large,Fast,More,False,1,0.48
38266,0.0108153351,48662.9374298386,22299768.0598572,Small,Fast,Less,False,0,0.48
30948,0.1185877909,67190.0193788069,57848497.85297647,Small,Fast,More,False,0,0.48
39425,0.0287104486,26433.7955756461,3550044.775376719,Small,Slow,Less,False,0,0.46
70293,0.0411187571,75766.2865748903,53360561.8427352,Small,Fast,More,False,0,0.48
23641,0.0179489885,64231.2140966503,73148117.3135039,Small,Fast,More,False,0,0.48
16882,0.411187571,51968.5290251824,53164598.47657504,Large,Fast,More,True,1,0.47
26016,0.0651688382,41586.2529637061,15014177.434539711,Small,Slow,Less,False,0,0.46
49454,0.0271668934,38483.2038833082,1851656.252762312,Small,Slow,Less,False,0,0.46
37772,0.0594346868,48823.250958238,55867589.92316159,Small,Fast,More,False,0,0.48
28011,0.0941976306,18047.861819418,37207141.8304457,Small,Slow,Medium,False,0,0.46
76323,0.0066994628,33781.8952689445,38012593.65212522,Small,Slow,Medium,False,0,0.46
14807,0.8590926012,73611.157080766,74450530.3122454,Large,Fast,More,False,1,0.48
66300,0.3926810818,47972.913240505,32092813.029771857,Large,Slow,Medium,True,1,0.45
78554,0.0326617897,30298.047571445,42790611.3316542,Small,Slow,Medium,False,0,0.46
90563,0.0411187571,59917.6076391738,68214487.28633009,Small,Fast,More,False,0,0.48
73532,0.358129403,38701.0324727906,61385171.43609451,Large,Slow,More,False,1,0.46
36052,0.0342010925,26047.0405419586,11964315.785390291,Small,Slow,Less,False,0,0.46
45383,0.0187948982,43358.7997330297,17357085.820690323,Small,Slow,Less,False,0,0.46
77987,0.0986370281,48100.368310083,57366195.54679901,Small,Fast,More,False,0,0.48
13945,0.8590926012,82478.925958784,47478760.42450744,Large,Fast,Medium,False,1,0.48
61234,0.0326617897,21629.5038923168,47886814.18120842,Small,Slow,Medium,False,0,0.46
19072,0.2716689341,82406.421155133,69807825.74618521,Small,Fast,More,False,0,0.48
68671,0.0259441818,12059.4250943744,8556162.31582095,Small,Slow,Less,False,0,0.46
46736,0.0187948982,110303.8437216546,67450524.54896191,Small,Fast,More,False,0,0.48
71049,0.1158884032,33831.2811747782,2250872.605051767,Small,Slow,Less,False,0,0.46
33212,0.6824015094,51853.2301549397,6697732.136866954,Large,Fast,Less,True,1,0.47
3966,0.2477650126,62470.8411262589,51868354.2656813,Small,Fast,More,False,0,0.48
39906,0.1361570015,21993.0204847639,16279941.57309392,Small,Slow,Less,False,0,0.46
6284,0.0517654482,32324.1438985462,28666044.22957077,Small,Slow,Medium,False,0,0.46
36288,0.0903732663,45450.1705509709,10846262.938097512,Small,Slow,Less,False,0,0.46
14205,0.4943561926,54717.74474607,55291244.6663037,Large,Fast,More,False,1,0.48
67607,2.4212519237,36754.5085644859,36191235.78508933,Large,Slow,Medium,False,1,0.46
12469,0.0126485278,97890.8676740197,72624670.62642717,Small,Fast,More,False,0,0.48
87713,0.0517654482,36985.5107517193,3547763.60233645,Small,Slow,Less,False,0,0.46
53006,0.0450858206,55254.2481411862,59506273.85999881,Small,Fast,More,False,0,0.48
3020,0.3048175575,88797.5778802691,46998773.56424226,Large,Fast,Medium,False,1,0.48
48050,0.0252371308,17478.9961026181,45376801.15952213,Small,Slow,Medium,False,0,0.46
90537,0.039814382,32116.0791509063,30215284.842658564,Small,Slow,Medium,False,0,0.46
59925,0.0899580388,20045.762297691,20975098.638006464,Small,Slow,Less,False,0,0.46
2778,0.2259643771,62445.9942807721,2915989.088369784,Small,Fast,Less,True,0,0.47
325,0.3750075218,92652.8366220516,73573136.21665224,Large,Fast,More,False,1,0.48
33579,0.4487867009,29974.2419382072,41802661.86696725,Large,Slow,Medium,False,1,0.46
42359,0.0986370281,10259.1706936746,20895044.01567784,Small,Slow,Less,False,0,0.46
83722,0.0403682552,38271.502789443,8128978.596855633,Small,Slow,Less,False,0,0.46
87792,0.0748238376,63111.6830221099,5942010.132805802,Small,Fast,Less,False,0,0.48
47149,0.0375007522,61884.9066483878,55244719.99800988,Small,Fast,More,False,0,0.48
13957,0.079806815,81394.9961564178,38977737.81911789,Small,Fast,Medium,False,0,0.48
40384,0.5943468684,74340.7540495736,63095383.635801375,Large,Fast,More,False,1,0.48
31977,0.459240286,97852.2071439143,44542896.60087753,Large,Fast,Medium,False,1,0.48
37749,1.4257388333,86449.7032894886,17266352.752803225,Large,Fast,Less,True,1,0.47
30915,0.3750075218,40798.2378194449,7683735.093908603,Large,Slow,Less,False,1,0.46
86664,0.0895447192,50530.9209555294,9767182.864143737,Small,Fast,Less,False,0,0.48
82660,0.2477650126,71013.6644797105,33530062.4334096,Small,Fast,Medium,False,0,0.48
5000,0.0820427065,47579.1787580152,73933805.62593965,Small,Slow,More,False,0,0.46
3451,0.4898239078,50806.6517504063,26522612.94939109,Large,Fast,Medium,False,1,0.48
54860,0.0622357573,27899.6062517855,7166864.026087064,Small,Slow,Less,False,0,0.46
78721,0.0065469644,62226.9211844905,33388838.887614544,Small,Fast,Medium,False,0,0.48
82724,0.1794898848,32569.6105224805,49197547.23004761,Small,Slow,Medium,False,0,0.46
32592,0.0334225806,15580.2217817613,70493750.45547217,Small,Slow,More,False,0,0.46
32569,0.0651688382,59538.0197726374,5025290.317618957,Small,Fast,Less,False,0,0.48
45504,0.0517654482,37526.4733530694,6059140.53772311,Small,Slow,Less,False,0,0.46
19077,0.0597090249,57235.6499725303,59060252.07413311,Small,Fast,More,False,0,0.48
31424,0.3926810818,50199.6634157056,57379097.85445375,Large,Fast,More,False,1,0.48
28484,1.599705282,127559.2758511025,56475665.48663796,Large,Fast,More,False,1,0.48
29916,0.028056919,12758.028919501,4775291.826820128,Small,Slow,Less,False,0,0.46
69795,0.1361570015,23486.5646298462,42342506.20097151,Small,Slow,Medium,False,0,0.46
75371,0.0225964377,49250.209070444,62710858.69193315,Small,Fast,More,False,0,0.48
46132,0.1241766613,47152.072009764,10069239.753166208,Small,Slow,Less,False,0,0.46
29894,0.3119176705,64450.0489021837,42659025.06016199,Large,Fast,Medium,False,1,0.48
63893,0.0276719637,30384.4771115479,4409561.147595946,Small,Slow,Less,False,0,0.46
31722,1.1858779086,55962.7917128791,71091744.424012,Large,Fast,More,False,1,0.48
